sku,airmart_product_id,airmart_option_id,name,category,price,original_price,unit,stock,inventory_type,visible,hidden,tag,description,image,images,addons,sort_order
"AIR-6402019","6402019","6402019","（分装）法国蓝水晶刺身虾（Raw Prawn）｜可生食｜肉厚鲜甜｜Omakase专用 ｜France Blue Crystal Raw Prawn | Portion Pack | Sashimi Grade | Sweet & Plump | Omakase Favorite","小包装分装冷冻刺身｜Small-Pack Frozen Sashimi (Portion Packs)","42","0","1lb","","unlimited","true","false","","法国蓝水晶刺身虾（Raw Prawn）是一款非常适合生食的高品质刺身虾，主打特点是肉厚饱满、鲜甜干净、口感弹嫩。入口先是清甜海味，随后带出柔和回甘，质地紧实又多汁，是家庭Omakase与寿司店常用的高人气虾类食材。\n本品为分装规格，更方便储存与按份出品，解冻后即可用于刺身、寿司或手卷点缀，省时又稳定。\nOmakase定位（第几道）\n在Omakase流程中，刺身虾通常属于：\n ✅ 第④步：贝类/虾类段（Shellfish & Ebi Course）\n 一般安排在白身与光物之后，用清甜嫩弹的口感做层次提升，为后续金枪鱼/熟物过渡。\n口感风味\n肉厚饱满，弹嫩多汁\n鲜甜干净，海味清爽\n回甘柔和，余韵高级\n产品亮点\n✅ 可生食刺身级：风味纯净，口感细腻\n✅ 肉厚鲜甜：甜味突出、爆汁感强\n✅ 分装更方便：适合家庭/餐厅稳定出品\n✅ Omakase专用虾类：刺身/寿司/手卷都出彩\n推荐吃法\n刺身（推荐）｜寿司（推荐）｜手卷 Temaki｜搭配少量山葵/酱油｜柚子盐（可选）\n\nFrance Blue Crystal Raw Prawn is a premium sashimi-grade shrimp known for its plump, thick meat, clean sweetness, and juicy tender bite. It delivers a refined ocean sweetness with a smooth lingering finish—perfect for sushi bars and home omakase.\nThis item comes in a portion pack, ideal for easy storage and consistent plating. Simply thaw and serve for sashimi, sushi, or temaki.\nOmakase Placement (Course Step)\nIn an omakase progression, raw prawn is typically served as:\n ✅ Step ④ – Shellfish & Ebi Course\n Often placed after white fish / hikari-mono as a sweet, tender texture highlight before richer courses.\nTaste Profile\nPlump, thick, juicy bite\nClean sweetness and delicate umami\nElegant lingering finish\nKey Highlights\n✅ Sashimi-grade, safe for raw consumption\n✅ Thick meat with outstanding sweetness\n✅ Portion-packed for easy prep & plating\n✅ Perfect for omakase sushi & sashimi\nBest For\nSashimi (Recommended) | Sushi (Recommended) | Temaki | Wasabi pairing | Optional yuzu salt\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1bc87430-17a1-11ef-9b82-19014291bf9e.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1bc87430-17a1-11ef-9b82-19014291bf9e.jpg","","340"
"AIR-11741182","11741182","11741182","刺身虾双拼套装（法国蓝水晶＋加拿大牡丹甜虾）｜肉厚鲜甜×奶油爆甜｜寿司级厨师御用｜Sashimi Prawn Duo Set | France Blue Crystal Raw Prawn + Canada Spot Prawn (Botan Ebi) | Sashimi Grade | Chef’s Choice | Omaka","小包装分装冷冻刺身｜Small-Pack Frozen Sashimi (Portion Packs)","45","0","5pc+5pc","","unlimited","true","false","","","","","","341"
"AIR-6337640","6337640","6337640","（分装）加拿大刺身级牡丹甜虾 Spot Prawn｜可生食｜寿司级厨师御用｜Omakase专用 Canada Spot Prawn (Botan Ebi) | Portion Pack | Sashimi Grade | Chef’s Choice | Omakase Favorite","小包装分装冷冻刺身｜Small-Pack Frozen Sashimi (Portion Packs)","45","0","1lb/10pc","","unlimited","true","false","","加拿大牡丹甜虾（Spot Prawn / 牡丹海老 Botan Ebi）是寿司店与Omakase中极受欢迎的顶级甜虾之一，以其甜度高、肉质细嫩软糯、入口带奶油感而闻名。虾肉鲜甜干净，轻咬即化，回甘悠长，是很多主厨私藏的“甜虾天花板”。\n本品为刺身级可生食，并采用分装规格，更方便储存与按份出品。解冻后即可用于刺身、寿司或手卷，是家庭Omakase与餐厅备货的高端之选。\nOmakase定位（第几道）\n在Omakase流程中，牡丹甜虾通常属于：\n ✅ 第④步：贝类/虾类段（Shellfish & Ebi Course）\n 一般安排在白身、光物之后，作为“清甜软糯”的口感高光，衔接后续熟物或金枪鱼段。\n口感风味\n甜度突出，鲜味纯净\n肉质软糯细嫩，带奶油感\n回甘明显，余韵高级\n产品亮点\n✅ 刺身级可生食：适合寿司店/Omakase出品\n✅ 甜虾顶配口感：软糯爆甜、入口即化\n✅ 寿司级厨师御用：高端餐厅常用食材\n✅ 分装更方便：家庭/餐厅都好操作\n推荐吃法\n刺身（推荐）｜寿司（推荐）｜手卷 Temaki｜搭配少量山葵/酱油｜柚子盐（可选）\n\nCanada Spot Prawn (Botan Ebi) is one of the most premium sweet shrimp loved by sushi chefs and omakase restaurants. Known for its exceptional sweetness, delicate tender texture, and creamy finish, botan ebi delivers a clean ocean flavor with an elegant lingering sweetness.\nThis item is sashimi-grade and safe for raw consumption, packed in portion packs for easy storage and consistent chef-level plating. Simply thaw and serve for sushi, sashimi, or temaki.\nOmakase Placement (Course Step)\nIn an omakase progression, spot prawn is typically served as:\n ✅ Step ④ – Shellfish & Ebi Course\n Often featured after white fish/hikari-mono as a sweet, creamy highlight before richer courses.\nTaste Profile\nUltra sweet with clean ocean umami\nTender, creamy bite\nElegant lingering finish\nKey Highlights\n✅ Sashimi-grade, ready for raw consumption\n✅ Chef’s favorite premium sweet shrimp\n✅ Portion-packed for easy prep & plating\n✅ Perfect for sushi, sashimi & temaki\nBest For\nSashimi (Recommended) | Sushi (Recommended) | Temaki | Wasabi pairing | Optional yuzu salt\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ae1b3a90-126d-11ef-9d40-f32ab1b27ccd.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/ae1b3a90-126d-11ef-9d40-f32ab1b27ccd.jpg","","342"
"AIR-6009302","6009302","6009302","（分装）北海道特选A级帆立贝柱｜刺身级｜清甜嫩滑｜Omakase贝类｜ Hokkaido Premium A-Grade Scallop (Hotate) | Portion Pack | Sashimi Grade | Sweet & Tender | Omakase Favorite","小包装分装冷冻刺身｜Small-Pack Frozen Sashimi (Portion Packs)","49","0","1lb","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/55598500-f211-11ee-8b64-1d6f07625842.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/55598500-f211-11ee-8b64-1d6f07625842.jpg","","343"
"AIR-9998782","9998782","9998782","（分装）北海道冷冻平贝肉（平貝 Tairagai）｜刺身级｜清甜爽脆｜Omakase贝类｜ Hokkaido Frozen Tairagai (Pen Shell) Meat | Sashimi Grade | Sweet & Crisp | Omakase Favorite","小包装分装冷冻刺身｜Small-Pack Frozen Sashimi (Portion Packs)","55","0","1.1lb","0","number","false","true","","北海道冷冻平贝肉（平貝 / Tairagai）是寿司店非常受欢迎的高端贝类食材，以其独特的清甜海味与爽脆弹牙口感著称。相较于带子的柔嫩，平贝肉更偏“脆口系”，质地紧实、越嚼越香，特别适合做刺身、握寿司或轻炙烧（Aburi）。\n本品为冷冻刺身级平贝肉，处理干净，解冻后即可切片出品，适合家庭Omakase备货与餐厅稳定出品。\nOmakase定位（第几道）\n在Omakase流程中，平贝肉通常属于：\n ✅ 第④步：贝类段（Shellfish Course）脆口担当\n 常安排在带子等柔嫩贝类之后，用爽脆嚼感丰富层次，为后续金枪鱼段/热菜段衔接。\n口感风味\n清甜细致，海味干净\n爽脆弹牙，质地紧实\n越嚼越香，回甘清爽\n产品亮点\n✅ 北海道产区：风味纯净、品质稳定\n✅ 刺身级冷冻：解冻即用，出品省时\n✅ 脆口贝类代表：口感高级、辨识度强\n✅ 寿司店同款：刺身/寿司/炙烧皆宜\n推荐吃法\n刺身（推荐）｜寿司（推荐）｜轻炙烧 Aburi｜黄油煎（熟食也很香）\n\nHokkaido Frozen Tairagai (Pen Shell) Meat is a premium sushi-bar shellfish loved for its clean ocean sweetness and crisp, chewy bite. Compared to soft scallops, tairagai offers a more texture-forward experience—firm, refreshing, and increasingly aromatic as you chew.\nThis is sashimi-grade frozen pen shell meat, cleaned and ready for slicing after thawing—perfect for home omakase or consistent restaurant plating.\nOmakase Placement (Course Step)\nIn an omakase progression, tairagai is typically served as:\n ✅ Step ④ – Shellfish Course (Crisp Texture Highlight)\n Often placed after softer shellfish to add crunchy texture contrast before richer courses.\nTaste Profile\nClean natural sweetness\nCrisp, chewy satisfying texture\nAromatic finish that builds as you chew\nKey Highlights\n✅ Premium shellfish from Hokkaido\n✅ Sashimi-grade frozen, easy to prep\n✅ Signature crisp bite for sushi & sashimi\n✅ Great for aburi or butter-seared dishes\nBest For\nSashimi | Sushi | Aburi (light sear) | Butter pan-sear\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e8523140-bf8d-11f0-b149-f3f1aa2338f4.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/e8523140-bf8d-11f0-b149-f3f1aa2338f4.jpg","","344"
"AIR-18814130","18814130","18814130","北海道枝幸熟冻毛蟹，熟毛蟹更鲜甜｜ Hokkaido Esashi Hairy Crab (Frozen, ~1.25 lb)","冷冻海鲜刺身｜Frozen Sashimi Portions","99","0","~1.25 lb","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/d7979340-3deb-11f1-bea5-efe04dd9b3d6.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/d7979340-3deb-11f1-bea5-efe04dd9b3d6.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/db656420-3deb-11f1-a0d0-83161f116246.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/dedab4c0-3deb-11f1-a0d0-83161f116246.jpg","","345"
"AIR-18814131","18814131","18814131","日本长崎熟冻雪蟹半身 ｜Boiled Snow Crab Half Portion (Nagasaki, Japan)","冷冻海鲜刺身｜Frozen Sashimi Portions","59","0","500g","","unlimited","true","false","","","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/3d7f11b0-3dec-11f1-bea5-efe04dd9b3d6.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/3d7f11b0-3dec-11f1-bea5-efe04dd9b3d6.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/39386750-3dec-11f1-941e-2ffb7140a06a.jpg","","346"
"AIR-5798198","5798198","5798198","加拿大刺身级牡丹甜虾（牡丹海老）｜鲜甜爆汁｜寿司店同款｜Omakase必备 ｜Canada Spot Prawn (Botan Ebi) | Sashimi Grade | Sweet & Juicy | Omakase Favorite","冷冻海鲜刺身｜Frozen Sashimi Portions","88","0","2.2lb/box","","unlimited","true","false","","加拿大刺身级牡丹甜虾（Spot Prawn / 牡丹海老 Botan Ebi）是寿司店非常受欢迎的高端甜虾品种，以其肉厚饱满、入口鲜甜、口感柔嫩弹滑而闻名。甜虾的甘甜与虾香非常干净，越嚼越甜，余韵回甘明显，是Omakase中极具人气的一贯。\n适合做刺身、握寿司或手卷，也可搭配柚子盐/少量山葵突出甜味，属于“第一次吃就会爱上”的经典甜虾。\nOmakase定位（第几道）\n在Omakase流程中，牡丹甜虾通常属于：\n ✅ 第④–⑤步：海老/贝类段（Shellfish & Shrimp Course）\n 一般安排在白身之后、金枪鱼之前，用清甜柔嫩的口感承接节奏。\n口感风味\n肉厚饱满，入口鲜甜\n柔嫩弹滑，虾香干净\n回甘明显，甜味耐吃不腻\n产品亮点\n✅ 刺身级品质：可生食，寿司店同款\n✅ 肉厚甜度高：口感高级、满足感强\n✅ Omakase人气海老：回购率高的一贯\n✅ 用途广：刺身/寿司/手卷/丼饭都适配\n推荐吃法\n刺身（推荐）｜握寿司（推荐）｜手卷 Temaki｜海鲜丼｜搭配柚子盐/少量山葵更甜\n\nCanada Spot Prawn (Botan Ebi) is a premium sashimi-grade prawn beloved in sushi bars for its thick, juicy meat and natural sweetness. With a clean ocean aroma and tender bouncy bite, it delivers a sweet umami finish that lingers beautifully—an omakase favorite.\nPerfect for sashimi, nigiri, temaki, or donburi topping. Pair with a touch of wasabi or yuzu salt to enhance sweetness.\nOmakase Placement (Course Step)\nIn an omakase progression, spot prawn is typically served as:\n ✅ Step ④–⑤ – Shrimp / Shellfish Course\n Often placed after white fish and before tuna courses.\nTaste Profile\nThick, juicy sweet bite\nClean ocean aroma\nLong sweet umami finish\nKey Highlights\n✅ Sashimi-grade, ready for raw consumption\n✅ Thick premium meat with strong sweetness\n✅ Sushi-bar & omakase favorite\n✅ Great for sashimi, nigiri, temaki, donburi\nBest For\nSashimi (Recommended) | Nigiri | Temaki | Donburi topping | Yuzu salt / wasabi\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/116b5660-d593-11ee-924f-7fa189e7886d.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/116b5660-d593-11ee-924f-7fa189e7886d.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/1ce2f9d0-d593-11ee-9a5b-331825d4bc76.jpg","","347"
"AIR-5798201","5798201","5798201","蓝水晶Raw Prawn｜肉厚弹嫩｜刺身寿司推荐 ｜Blue Crystal Raw Prawn | Thick & Bouncy | Sashimi / Sushi","冷冻海鲜刺身｜Frozen Sashimi Portions","79","0","2.2lb","","unlimited","true","false","","法国蓝水晶刺身虾（Raw Prawn）是一款高端刺身用生虾，以其肉厚饱满、Q弹弹牙、鲜甜清爽的口感深受寿司店与Omakase主厨喜爱。相比甜虾类的“软糯甜”，蓝水晶更偏“弹嫩鲜”，入口更有嚼感，风味干净不腻，非常适合作为刺身拼盘或寿司海老段的清爽主角。\n本品可生食，解冻后即可直接用于刺身、握寿司、手卷或海鲜丼，出品效率高，摆盘颜值也非常在线。\nOmakase定位（第几道）\n在Omakase流程中，蓝水晶刺身虾通常属于：\n ✅ 第④–⑤步：海老/贝类段（Shrimp & Shellfish Course）\n 一般安排在白身之后、金枪鱼之前，用弹嫩鲜甜的口感丰富层次。\n口感风味\n肉厚弹嫩，Q弹爽口\n鲜甜清爽，海味干净\n回甘舒适，耐吃不腻\n产品亮点\n✅ 刺身级可生食：解冻即用，方便省时\n✅ 肉厚Q弹：嚼感高级、满足感强\n✅ 清爽型海老：不腻口，适合全家\n✅ 摆盘高级：刺身拼盘颜值加分\n推荐吃法\n刺身（推荐）｜握寿司（推荐）｜手卷 Temaki｜海鲜丼｜搭配柚子盐/少量山葵更突出鲜甜\n\nFrance Blue Crystal Raw Prawn is a premium sashimi-grade prawn loved for its thick, bouncy bite and clean sweet ocean flavor. Unlike softer sweet shrimp, this prawn offers a firmer, more satisfying texture—fresh, crisp, and never greasy.\nReady for raw consumption. Simply thaw and serve for sashimi, nigiri, temaki, or donburi topping. A beautiful highlight for sushi platters and home omakase.\nOmakase Placement (Course Step)\nTypically served as:\n ✅ Step ④–⑤ – Shrimp & Shellfish Course\n Often placed after white fish and before tuna.\nTaste Profile\nThick and bouncy texture\nClean sweetness, refreshing finish\nCrisp ocean umami\nKey Highlights\n✅ Sashimi-grade, ready-to-eat\n✅ Thick, bouncy premium bite\n✅ Clean flavor, perfect for omakase\n✅ Great for sashimi, nigiri, temaki, donburi\nBest For\nSashimi (Recommended) | Nigiri | Temaki | Donburi | Yuzu salt / wasabi\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/db275d20-126d-11ef-9b82-19014291bf9e.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/db275d20-126d-11ef-9b82-19014291bf9e.jpg","","348"
"AIR-8803601","8803601","8803601","青森帆立贝柱 3S｜刺身级｜清甜嫩滑｜Omakase贝类｜ Aomori Scallop (Hotate) | 3S Size | Sashimi Grade | Sweet & Tender | Omakase Favorite","冷冻海鲜刺身｜Frozen Sashimi Portions","88","0","2.2lb","","unlimited","true","false","","青森帆立贝柱（Hotate）3S来自日本青森产区，以其清甜海味、细嫩多汁、口感柔滑而深受寿司店与Omakase喜爱。3S为小颗粒规格，非常适合按份出品，尤其适合做海鲜丼顶料、军舰寿司、寿司点缀，家庭使用也更方便、不浪费。\n可直接用于刺身与寿司，也非常适合轻炙烧（Aburi），炙后香气更浓、甜味更突出。\nOmakase定位（第几道）\n在Omakase流程中，帆立贝柱通常属于：\n ✅ 第④步：贝类段（Shellfish Course）\n 多安排在光物之后，用清甜嫩滑的口感丰富层次。\n口感风味\n天然清甜，海味干净\n细嫩多汁，带淡淡奶香\n轻炙烧后更香更甜，回甘明显\n产品亮点\n✅ 青森产区：品质稳定、甜度干净\n✅ 刺身级出品：寿司店同款\n✅ 3S小颗粒：丼饭/点缀更好用\n✅ 炙烧更香：Aburi口感层次升级\n推荐吃法\n刺身｜海鲜丼顶料（推荐）｜军舰寿司｜轻炙烧 Aburi｜黄油香煎\n\nAomori Scallop (Hotate) – 3S Size features clean natural sweetness and a silky juicy bite. The 3S smaller size is especially convenient for portioning, perfect for donburi bowls, gunkan sushi, toppings and premium plating.\nServe as sashimi after thawing, or lightly sear (aburi) to enhance aroma and sweetness.\nOmakase Placement (Course Step)\nTypically served as:\n ✅ Step ④ – Shellfish Course\nTaste Profile\nClean sweetness\nSilky, juicy texture\nMore aromatic when lightly seared\nKey Highlights\n✅ Premium scallops from Aomori, Japan\n✅ Great for sashimi, sushi, donburi\n✅ 3S small size for easy topping & portioning\n✅ Excellent for aburi\nBest For\nDonburi topping (Recommended) | Gunkan | Sashimi | Aburi | Butter sear\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/76cefc10-2fc3-11f0-9470-63432f4ee61e.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/76cefc10-2fc3-11f0-9470-63432f4ee61e.jpg","","349"
"AIR-5798199","5798199","5798199","北海道44度鄂霍次克帆立贝柱（白盒3S）｜清甜嫩滑｜刺身级｜No-Drip不出水 Hokkaido Okhotsk 44° Scallop  | White Pack 3S Available | Sashimi Grade | No-Drip","冷冻海鲜刺身｜Frozen Sashimi Portions","95","0","2.2lb/box Frozen","","unlimited","true","false","最受欢迎","北海道44度鄂霍次克帆立贝柱（ほたて貝柱）来自北海道高纬度寒冷海域，海水纯净、温度低，带子生长缓慢，因此肉质更加细嫩、甜味更集中，入口呈现出典型的清甜奶香与细致旨味。\n包装标注 生食用（刺身级） 并采用 No-Drip（不出水）工艺，解冻后口感更稳定、出品更漂亮，特别适合寿司店与家庭Omakase使用。\nOmakase定位（第几道）\n✅ 第④步：贝类段（Shellfish Course）\n 通常安排在白身/光物之后，用清甜柔嫩的口感提升层次感。\n口感风味\n天然清甜，回甘明显\n细嫩多汁，带淡淡奶香\n鲜味干净，越吃越香\n产品亮点\n✅ 北海道44度鄂霍次克海域：甜味更集中\n✅ 刺身级生食用：寿司/Omakase同款\n✅ No-Drip不出水：解冻后质地更稳、更好切\n✅ 出品高级：刺身、握寿司、轻炙烧都超适合\n推荐吃法\n刺身（推荐）｜握寿司（推荐）｜轻炙烧 Aburi｜海鲜丼顶料｜黄油香煎（熟食也很香）\n\nHokkaido Okhotsk 44° Scallop (Hotate) comes from the cold, clean waters of northern Hokkaido. Slow-growing in low temperatures, these scallops develop a sweeter, more concentrated flavor with a silky, juicy bite and delicate creamy umami.\nLabeled Sashimi Grade and made with No-Drip processing, it maintains better texture after thawing for clean slicing and premium plating.\nOmakase Placement (Course Step)\n✅ Step ④ – Shellfish Course\n Often served after white fish to highlight sweetness and tender texture.\nTaste Profile\nNaturally sweet with a clean finish\nSilky, juicy texture\nDelicate creamy umami\nKey Highlights\n✅ Sourced from Okhotsk Sea, Hokkaido (44°)\n✅ Sashimi grade for raw serving\n✅ No-Drip for better thawed texture\n✅ Perfect for sashimi, sushi, donburi, aburi\nBest For\nSashimi | Nigiri | Donburi topping | Aburi | Butter sear\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c5bdcab0-8512-11ef-a97d-af1546e8ade0.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/c5bdcab0-8512-11ef-a97d-af1546e8ade0.jpg","","350"
"AIR-5798203","5798203","5798203","北海道毛蟹拆肉｜手卷/蟹丼必备｜高级蟹香 ｜Hokkaido Hairy Crab Meat | Temaki / Donburi Must-Have | Premium Umami","冷冻海鲜刺身｜Frozen Sashimi Portions","36","0","90g/个","","unlimited","true","false","","北海道毛蟹（毛ガニ Kegani）**以其浓郁蟹香与细嫩鲜甜的蟹肉闻名，是日本高端蟹类中的代表之一。这款 **日本冷冻北海道毛蟹肉（去壳拆肉）**已处理干净，省去剥壳步骤，解冻后即可直接用于出品，既高效又稳定。\n毛蟹肉纤维细致，蟹香更浓，鲜味扎实、回甘明显，非常适合用来做 Omakase压轴手卷、蟹肉小丼、蟹肉冷前菜，一口就能吃出高级感。\nOmakase定位（第几道）\n在Omakase流程中，毛蟹肉通常用于：\n ✅ 第⑧步：压轴/终盘（Finale Topping / Temaki / Don）\n 作为手卷或小丼的顶料收尾，甜味清爽又满足。\n（如做蟹肉茶碗蒸/蟹汤，也可放 第⑤步 熟物段）\n口感风味\n蟹香浓郁，鲜味扎实\n肉质细嫩，甜味明显\n回甘清爽，越吃越香\n产品亮点\n✅ 北海道毛蟹原料：蟹香更浓、风味更高级\n✅ 去壳拆肉即用：解冻即可出品，省时省力\n✅ Omakase压轴神器：手卷/蟹丼瞬间高级\n✅ 用途超广：寿司、丼饭、沙拉、冷盘都适配\n推荐吃法\n蟹肉手卷 Temaki（推荐）｜蟹肉小丼｜军舰寿司｜蟹肉沙拉｜蟹肉茶碗蒸/蟹汤\n\nHokkaido Hairy Crab (Kegani) is prized for its intense crab aroma, sweet delicate fibers, and deep umami. This Frozen Hokkaido Hairy Crab Meat is shell-off and ready-to-use, saving prep time while delivering premium restaurant-level flavor.\nPerfect for temaki hand rolls, mini donburi bowls, sushi toppings, and elegant appetizers—an ideal luxury ingredient for home omakase.\nOmakase Placement (Course Step)\nMost commonly served as:\n ✅ Step ⑧ – Finale (Temaki / Don Topping)\n A premium topping used at the end for a sweet, satisfying finish.\n(Also works in Step ⑤ – Hot Course for soup/chawanmushi.)\nTaste Profile\nRich crab aroma & deep umami\nSweet, tender fibers\nClean lingering finish\nKey Highlights\n✅ Premium Hokkaido Kegani source\n✅ Shell-off, ready-to-use convenience\n✅ Perfect for temaki, donburi, sushi toppings\n✅ Omakase finale favorite\nBest For\nTemaki (Recommended) | Mini Donburi | Sushi topping | Salad | Soup / Chawanmushi\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/9d867280-d8f3-11ed-9551-67865555128f_1024.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/9d867280-d8f3-11ed-9551-67865555128f_1024.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/881b2060-2fc4-11f0-8ea2-4f04f4144870.jpg|https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/889cd380-2fc4-11f0-8b0a-d38b6de0df1e.jpg","","351"
"AIR-5798097","5798097","5798097","日本雪蟹肉（去壳拆肉 ズワイガニ）｜鲜甜即食｜Omakase/手卷专用｜ Japan Snow Crab Meat (Shell-Off) | Sweet & Ready-to-Use | Omakase Favorite | Temaki / Don","冷冻海鲜刺身｜Frozen Sashimi Portions","63","0","430g","","unlimited","true","false","","日本雪蟹肉（ズワイガニ むき身 / 去壳拆肉）为已处理好的高品质雪蟹肉，省去剥壳繁琐步骤，开盒即可出品。雪蟹肉以其鲜甜细嫩、纤维柔软、海味干净而深受喜爱，非常适合做手卷、军舰寿司、蟹肉小丼或高级沙拉点缀。\n对于家庭Omakase与餐厅出品来说，去壳蟹肉不仅更省时，也能保证摆盘整洁漂亮，是“高端但轻松操作”的必备食材。\nOmakase定位（第几道）\n在Omakase流程中，雪蟹肉通常用于：\n ✅ 第⑧步：压轴/终盘（Finale Topping / Temaki / Don）\n 常作为手卷或小丼的收尾高光，甜味清爽又满足。\n（若做热菜/蟹肉羹，也可放 第⑤步 熟物段）\n口感风味\n蟹肉细嫩纤维感，入口鲜甜\n海味干净清爽，回甘明显\n适合与海胆/鱼子搭配，层次爆发\n产品亮点\n✅ 去壳拆肉 Mukimi：省时省力，开盒即用\n✅ 雪蟹天然清甜：风味细致、适配度高\n✅ Omakase压轴神器：手卷/蟹丼一秒高级\n✅ 摆盘更漂亮：适合寿司、丼饭、冷盘\n推荐吃法\n手卷 Temaki（推荐）｜蟹肉小丼｜军舰寿司｜蟹肉沙拉｜蟹肉茶碗蒸/汤品\n\nJapan Snow Crab Meat (Shell-Off / Ready-to-Use) is premium snow crab meat already removed from the shell—saving prep time while keeping plating clean and beautiful. Snow crab is loved for its delicate sweetness, tender fibers, and clean ocean finish, making it perfect for temaki hand rolls, mini donburi bowls, gunkan sushi, and premium garnishes.\nA must-have ingredient for both restaurant kitchens and home omakase.\nOmakase Placement (Course Step)\nIn an omakase progression, snow crab meat is commonly used as:\n ✅ Step ⑧ – Finale (Temaki / Don Topping)\n A sweet, satisfying finish often served in hand rolls or mini don bowls.\n(Also works in Step ⑤ Hot Course if cooked into soup/chawanmushi.)\nTaste Profile\nTender, sweet crab fibers\nClean ocean umami\nPairs beautifully with uni or roe\nKey Highlights\n✅ Shell-off crab meat (prep-saving, ready-to-serve)\n✅ Naturally sweet and delicate flavor\n✅ Perfect for temaki, donburi, sushi plating\n✅ Omakase finale favorite\nBest For\nTemaki (Recommended) | Mini Donburi | Gunkan Sushi | Salad | Soup / Chawanmushi\n","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/55e51610-d8f4-11ed-9551-67865555128f_1024.jpg","https://s3-us-west-2.amazonaws.com/airmart.image/f9b3bdeb-aeec-5a99-8185-1be592c66ac9/55e51610-d8f4-11ed-9551-67865555128f_1024.jpg","","352"
